,id,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
12950,12950,3.7917,27.0,5.453194650817236,0.95136186770428,1558.0,2.8328530259366,38.53,-121.99,1.042
36640,36640,2.3011,18.0,3.671201814058957,1.058563535911602,2252.0,3.416107382550336,34.04,-118.29,1.625
18234,18234,2.1667,21.0,5.047218628719276,1.0219895287958116,1806.0,2.541005291005291,38.58,-121.31,0.635
31280,31280,2.5592,26.0,4.478947368421053,1.105263157894737,2357.0,4.052631578947369,34.25,-119.21,0.852
21589,21589,5.1674,5.0,5.395348837209302,1.0985915492957747,2296.0,2.282377919320594,37.69,-121.76,3.815
20482,20482,2.2308,35.0,5.05411764705882,1.0790816326530612,906.0,3.317142857142857,33.98,-118.29,1.341
7475,7475,3.5795,17.0,3.897727272727273,1.1136363636363635,2086.0,3.8806818181818175,33.98,-118.06,1.573
3018,3018,5.7192,12.0,6.340425531914893,1.0383747178329572,1349.0,2.25531914893617,33.07,-117.25,3.935
7323,7323,3.9167,11.0,5.196379918583974,1.0329113924050632,1729.0,2.360703812316716,32.58,-117.1,1.379
11873,11873,4.5417,13.0,5.47457627118644,1.0588235294117647,2323.0,2.182147024504084,33.99,-117.96,1.869
8193,8193,3.1905,44.0,4.825980392156863,0.9339622641509434,834.0,3.0976863753213366,37.88,-122.27,2.097
27487,27487,7.5898,43.0,6.092651757188499,1.077760497667185,934.0,2.1424291311362067,37.56,-122.32,3.919
23667,23667,2.2946,11.0,4.907407407407407,1.0740740740740742,559.0,2.555555555555556,39.82,-121.59,0.58
29790,29790,4.7097,14.0,6.9,1.069090909090909,1040.0,2.7045454545454546,32.91,-116.4,2.002
23964,23964,2.5164,27.0,5.867881548974943,1.0623441396508728,1334.0,3.2109929078014185,34.08,-117.62,1.097
20265,20265,5.6371,52.0,5.527777777777778,1.0,673.0,2.3159722222222223,37.59,-122.41,4.604
22569,22569,5.8177,24.0,5.698717948717949,1.0384615384615383,909.0,3.9871794871794872,37.44,-121.91,2.479
25229,25229,1.7721,10.0,3.351885098743267,1.052132701421801,280.0,1.5220417633410672,38.68,-121.79,0.85
17398,17398,5.8733,38.0,5.123552123552125,0.9333333333333332,1067.0,2.235897435897436,37.86,-122.17,4.277
25102,25102,2.6548,32.0,4.893899204244032,1.0925925925925926,1694.0,4.736245954692557,37.31,-120.25,0.866
30256,30256,3.7857,19.0,5.334525423728814,1.0084745762711864,1597.0,2.3730684326710816,38.76,-120.67,1.13
25610,25610,9.5271,52.0,7.042780748663102,1.0106951871657754,520.0,2.7807486631016043,37.74,-122.46,5.00001
9403,9403,2.7258,6.0,4.970822281167108,1.0860585197934596,2444.0,2.209809264305177,33.98,-117.36,1.625
16400,16400,2.8235,17.0,4.708955223880597,1.0393258426966292,633.0,4.269662921348314,38.24,-122.61,2.536
8363,8363,2.9156,37.0,3.834829443447038,1.1258278145695364,827.0,1.8661971830985915,34.06,-117.93,1.297
28020,28020,2.9911,34.0,4.043795620437956,1.0088691796008868,1753.0,2.9623059866962307,32.83,-117.14,1.326
21269,21269,3.6458,50.0,4.367986872964767,1.0553584102200293,1462.0,2.11166253101737,37.71,-122.48,2.875
29008,29008,5.6441,9.0,5.730820995962315,1.0407725321888412,4656.0,2.1726384364820848,37.3,-121.96,2.1
928,928,2.913,25.0,4.350364963503649,0.9854014598540146,1066.0,2.9315068493150687,32.62,-117.08,1.441
26471,26471,3.212,8.0,4.776523702031603,1.181256436663234,6443.0,1.9606674612634087,32.77,-117.26,2.75
30863,30863,3.9803,36.0,5.503694581280738,1.0070298769771528,1223.0,3.4346289752650176,33.97,-118.09,1.714
27791,27791,1.425,26.0,5.386819484240688,1.235059760956175,1669.0,2.425311203319502,37.94,-121.22,0.542
4283,4283,2.7483,17.0,4.019047619047619,1.001904761904762,2846.0,3.223968253968254,37.48,-120.85,1.125
7779,7779,5.0962,28.0,6.2740112994350286,1.041970802919708,2540.0,2.703109327983952,37.25,-121.93,2.274
19753,19753,12.5,25.0,9.789473684210526,1.1073684210526316,863.0,3.107368421052632,37.35,-122.07,3.918
28935,28935,4.5,15.0,6.146153846153847,1.0074349442379182,652.0,3.1256281407035176,37.99,-121.82,1.824
23819,23819,5.5381,29.0,6.0,1.033003300330033,1228.0,3.073170731707317,37.27,-121.88,2.663
9163,9163,3.7917,10.0,4.695817490494297,1.036616812790098,1000.0,2.5287528005974607,32.81,-117.08,1.546
33620,33620,5.0393,34.0,5.744493392070485,0.9715370018975332,1182.0,2.764705882352941,38.15,-122.26,2.239
36957,36957,2.5,22.0,3.672972972972973,0.9234234234234234,378.0,2.5705705705705704,34.18,-119.18,2.352
10887,10887,2.2357,38.0,5.488372093023256,1.1395348837209305,812.0,3.147286821705426,33.13,-115.51,0.659
19823,19823,3.875,32.0,4.2639593908629445,0.9400826446280992,688.0,2.636363636363636,37.64,-120.99,1.079
32571,32571,2.6014,22.0,3.82312591866732,1.0456349206349207,3128.0,2.643835616438356,33.83,-117.93,1.506
2874,2874,1.2679,40.0,4.3853564547206165,1.125,761.0,3.3,33.95,-118.28,0.938
20940,20940,1.6369,28.0,4.462962962962963,1.1666666666666667,1650.0,3.868518518518519,33.92,-118.25,1.192
17498,17498,4.25,23.0,5.254716981132075,1.03855421686747,1542.0,2.9626168224299065,34.12,-117.81,1.784
23272,23272,7.9819,23.0,6.831831831831832,1.039039039039039,1881.0,2.738738738738738,34.17,-118.54,3.1
21712,21712,4.625,42.0,5.348583877995643,1.0679190756907475,2613.0,3.372047244094488,34.03,-118.12,2.032
17979,17979,3.5769,26.0,3.647330677290836,1.0558464223385688,1257.0,2.988212180746562,33.76,-118.08,1.563
23287,23287,6.6227,20.0,6.672645739910314,1.053582179409994,2470.0,2.6313276026743075,37.11,-122.13,4.2
9407,9407,4.0658,6.0,5.766871165644171,1.0675105485232068,3563.0,3.065069679524897,38.02,-121.87,1.421
18238,18238,1.9286,30.0,3.31056466302368,1.0,3080.0,5.869337979094077,34.26,-118.44,1.35
34545,34545,5.3785,52.0,5.075601374570447,1.0744274809160306,1667.0,1.7388059701492538,37.8,-122.44,5.00001
30591,30591,3.4044,8.0,6.096551724137931,1.1551724137931034,1764.0,3.1724137931034484,36.33,-119.77,0.79
12609,12609,2.2746,14.0,3.3209606986899565,1.0950965824665675,2524.0,1.7661179698216736,32.75,-117.18,1.462
22798,22798,1.6089,26.0,4.3828125,1.0953125,1806.0,2.915625,34.04,-117.76,1.027
37106,37106,6.1349,25.0,6.549701046337818,1.053582179409994,3176.0,2.201177625122669,37.88,-122.14,4.108
28487,28487,10.6272,31.0,7.331775700934579,1.0782997762863535,4165.0,2.664399092970521,34.06,-118.49,5.00001
12151,12151,2.1484,21.0,5.327868852459017,1.025,1032.0,2.435714285714285,39.88,-121.73,0.926
27858,27858,7.2821,26.0,7.388349514563107,1.0463215255765148,3822.0,2.6116504854368934,34.29,-118.55,3.11
13552,13552,4.9716,14.0,6.664383561643835,0.976027397260274,835.0,2.954954954954955,32.9,-117.09,2.243
25016,25016,2.9201,19.0,4.205998421468035,1.1329305135951662,455.0,1.682316118935837,33.62,-117.86,4.5
32578,32578,2.6894,34.0,4.267604166666667,1.058139534883721,1845.0,2.186046511627907,37.77,-122.16,0.751
12981,12981,2.3077,34.0,4.335964912280702,1.0396825396825398,1364.0,3.6302631578947366,34.02,-118.18,1.42
28612,28612,5.2837,25.0,5.471264367816092,0.9536082474226804,934.0,3.243678160919546,37.35,-121.97,2.856
5343,5343,1.6319,52.0,3.983416252072968,1.1027857829911916,1562.0,2.6642120765832105,37.78,-122.23,1.238
3519,3519,3.0096,13.0,4.767676767676767,1.0378787878787878,926.0,2.085858585858586,37.4,-118.15,1.105
35040,35040,4.0721,23.0,6.009009009009009,1.0756756756756756,1630.0,2.689189189189189,33.63,-117.7,2.15
28792,28792,4.072,11.0,5.60807600950122,1.0520231213872833,1675.0,3.402869757174393,38.13,-121.29,0.988
29407,29407,4.7069,16.0,5.759345794392523,1.0392523364485982,1948.0,2.103286384976526,34.23,-118.6,2.3
17236,17236,4.1379,19.0,6.274582560296846,1.0684326710816776,1088.0,3.291428571428572,33.85,-118.1,1.906
35276,35276,3.2216,35.0,5.702702702702703,1.0518018018018018,1055.0,3.552329098608591,34.02,-117.96,2.389
12042,12042,2.3438,17.0,3.5848690591658583,1.0911854103343466,836.0,1.3967346938775511,34.15,-118.39,1.207
25974,25974,2.7372,30.0,3.861035422343324,1.0079575596816976,2393.0,3.3713527851458887,33.87,-118.2,1.688
22501,22501,6.3761,15.0,5.945848375451264,1.0998531571218797,1814.0,2.177856301531213,33.15,-117.03,2.43
8350,8350,3.6189,22.0,4.20671834625323,1.0058479532163742,1167.0,2.441860465116279,33.89,-117.88,1.781
13620,13620,6.1133,20.0,6.478048780487805,1.0025974025974025,891.0,3.3696369636963697,34.13,-117.65,2.578
10354,10354,1.5163,17.0,3.992779156327544,1.0784982935153584,1640.0,3.456238361266294,32.57,-117.09,1.085
14315,14315,3.9489,52.0,4.223577235772358,1.07012987012987,1048.0,1.905631188118812,37.77,-122.25,3.138
21582,21582,2.7875,17.0,4.501577287066247,1.079847908745247,1262.0,1.9740061162079512,33.71,-117.22,1.102
18426,18426,2.3277,23.0,5.376673040152964,1.0941706035377872,1492.0,3.097447795823666,37.8,-121.22,0.837
29691,29691,2.5,26.0,3.6206896551724137,1.0689655172413792,647.0,1.7974137931034482,37.8,-122.41,2.906
1553,1553,2.1797,27.0,4.969418960244648,1.019736842105263,1461.0,3.155701754385965,36.75,-119.76,0.571
12710,12710,3.0989,15.0,4.822274881516588,1.0549199084668193,1523.0,2.8793565683646114,32.8,-117.01,1.079
10501,10501,3.7933,23.0,5.958490566037735,1.0424528301886793,1031.0,3.154722792607787,38.67,-121.33,1.653
32740,32740,1.7245,16.0,4.822107081174439,1.1217008797653958,2530.0,4.771812080536913,36.47,-119.88,0.652
18370,18370,1.5109,30.0,3.836206896551724,0.95906432748538,2605.0,2.81551724137931,37.66,-120.99,0.808
29946,29946,4.2708,20.0,6.062909567496724,1.0365682137834036,2513.0,3.506650544135429,34.12,-117.81,1.871
13812,13812,5.1315,17.0,5.677811550151976,1.025369978858351,1650.0,2.2874132804757186,37.0,-122.08,3.439
35703,35703,8.1124,20.0,7.768115942028985,0.9361702127659576,1345.0,2.7241379310344827,37.98,-122.01,3.133
16170,16170,3.9583,39.0,4.636494252873563,1.077120822622108,1686.0,1.7144136078782453,34.03,-118.42,5.00001
4751,4751,3.3617,14.0,4.8121546961325965,1.0409181636726548,2296.0,2.971264367816092,34.07,-117.16,1.599
36413,36413,3.8,8.0,3.967462039045553,1.0907617504051863,1213.0,3.0935162094763093,33.79,-118.27,1.714
1162,1162,2.9145,52.0,4.156593406593407,1.1205128205128203,2526.0,3.068783068783069,34.07,-118.21,1.1
4308,4308,2.7857,33.0,4.056049822064057,1.0058651026392962,1355.0,3.1432291666666665,38.25,-122.04,0.987
24851,24851,3.1062,19.0,4.823886639676114,1.0859188544152745,3086.0,2.4376278118609407,37.7,-121.44,0.922
7678,7678,4.1837,19.0,5.175824175824176,1.0018315018315018,1782.0,2.9505494505494507,34.27,-118.67,2.202
35490,35490,2.5331,2.0,4.476099426408285,1.2263779527559056,2531.0,2.209554069436005,36.97,-121.91,2.05
36750,36750,3.5,30.0,4.563139931740614,1.010548523206751,2239.0,2.5051903114186853,34.19,-118.42,2.117
1640,1640,3.1597,25.0,4.724691358024692,1.0593406593406594,1807.0,2.3736600306278715,33.98,-117.97,1.688
19600,19600,4.3281,35.0,4.728323699422893,1.0443349753694582,1460.0,2.269932756964457,37.78,-122.21,1.752
32867,32867,4.7695,15.0,4.877593360995851,1.0309278350515465,871.0,2.1295620437956204,34.21,-118.44,1.615
27129,27129,4.2188,13.0,5.7188612099644125,1.1195219123505975,1780.0,2.8410852713178296,33.76,-117.9,2.214
28395,28395,6.7669,37.0,5.829411764705882,0.9352941176470588,635.0,3.5588235294117645,33.48,-117.2,5.00001
9681,9681,2.7401,14.0,5.719424460431655,1.071240105540897,1001.0,2.638176678445229,38.02,-121.33,1.23
27133,27133,3.0909,45.0,3.701357466063348,1.0138888888888888,590.0,3.7714285714285714,34.04,-118.28,1.625
33778,33778,3.7167,35.0,5.374631268436879,1.0,1195.0,2.2518248175182483,38.53,-121.99,2.5
1107,1107,3.1025,42.0,5.9309927360774815,1.0985915492957747,2256.0,2.675355450236967,37.74,-121.42,1.17
6392,6392,3.8065,23.0,5.714766839378239,1.0134228187919463,1940.0,2.743295019157088,38.54,-121.33,1.443
4040,4040,4.1742,25.0,4.9366666666666665,1.03,1679.0,2.62,34.19,-118.6,2.708
5478,5478,4.625,34.0,5.656565656565657,1.0160183066361557,1478.0,2.939130434782609,34.17,-118.43,2.148
27676,27676,3.63,24.0,4.704204545454546,1.0827285921625545,1489.0,3.0167464114832536,34.06,-118.11,1.917
26697,26697,1.9118,6.0,3.853846153846154,1.016304347826087,941.0,1.739130434782609,33.22,-117.24,1.24
8085,8085,3.6486,21.0,5.661327231121281,1.0367248995983935,1132.0,2.9071090047393366,39.76,-121.82,0.935
32609,32609,3.0417,36.0,4.106060606060606,0.9753086419753086,1455.0,3.0993150684931505,34.08,-118.13,1.842
15145,15145,3.8068,28.0,4.703412073490814,1.1443708609271523,1075.0,2.6555115961886333,34.16,-118.43,3.267
25716,25716,4.9808,18.0,5.453194650817236,1.038560411311054,1968.0,3.15422885572139,33.84,-117.99,1.672
4559,4559,2.0,44.0,4.5,1.054054054054054,770.0,2.427927927927928,39.13,-123.21,1.046
20782,20782,3.4333,31.0,6.114285714285714,1.06957928802589,771.0,2.577319587628866,34.15,-117.22,0.996
34357,34357,6.0876,9.0,5.359838274932614,1.0382775119617225,3025.0,2.86731843575419,38.5,-122.75,3.295
16602,16602,4.6667,10.0,5.440116845180136,1.0477386934673367,10877.0,2.248206599713056,34.18,-118.45,2.19
31016,31016,5.3705,13.0,5.505952380952381,0.9938080495356038,2654.0,3.51328320802005,38.15,-121.2,1.938
17319,17319,5.1045,35.0,5.62962962962963,0.9851851851851852,1143.0,2.7580645161290325,37.76,-122.49,3.34
20915,20915,4.4609,25.0,4.461920529801325,1.0959548447789276,1987.0,1.882271468144044,34.15,-118.35,2.921
1682,1682,3.7933,35.0,5.553191489361702,1.053191489361702,1794.0,2.348936170212766,37.71,-122.45,2.528
7201,7201,3.8571,31.0,4.382899628252788,1.098939929328622,596.0,2.043370508054523,37.53,-122.0,2.554
10305,10305,4.1781,12.0,6.202517162471396,1.0587863463969658,3015.0,2.703868103994927,38.6,-121.35,1.869
22088,22088,3.0905,9.0,4.136246786632391,0.9881516587677726,1504.0,2.5410691003911343,38.4,-122.0,1.356
15746,15746,3.5057,16.0,4.31023102310231,0.9948717948717948,1250.0,3.2222222222222223,34.25,-118.74,1.464
20397,20397,13.1477,37.0,8.869047619047619,1.0138888888888888,763.0,2.3115079365079363,33.97,-118.43,4.0
19536,19536,4.0536,52.0,4.73224043715847,1.078494623655914,1009.0,2.894915254237288,33.82,-118.2,1.941
25157,25157,2.6818,18.0,2.8190709046454767,1.1003963010596902,5613.0,1.475030941704036,37.79,-122.43,3.818
13984,13984,4.0967,41.0,4.510917030567685,1.1290322580645162,1638.0,1.8951612903225803,37.48,-122.23,3.5
16605,16605,4.9286,17.0,5.568281938325991,1.0198675496688745,963.0,2.84115523465704,33.84,-118.08,1.632
20380,20380,3.9,15.0,5.019077901430842,1.0527704485488127,1622.0,2.1627906976744184,33.65,-117.31,1.241
21858,21858,3.0463,29.0,5.486486486486487,1.0994208494208495,3096.0,2.987451737451737,34.13,-116.31,0.969
8480,8480,3.7813,34.0,5.742307692307692,1.0769230769230769,2096.0,3.457692307692308,33.93,-118.06,1.568
17781,17781,4.5333,26.0,5.887788778877888,1.066006600660066,861.0,2.873267326732673,33.8,-117.97,1.747
10031,10031,6.2242,16.0,6.335051546391752,0.9484536082474226,785.0,3.644329896907216,33.69,-117.81,2.737
10081,10081,5.5073,36.0,5.95852534562212,1.0544354838709675,1208.0,2.587096774193548,37.33,-121.96,4.889
1710,1710,3.7614,17.0,5.102564102564102,0.9564102564102565,601.0,2.5641025641025643,38.66,-121.33,1.408
7364,7364,4.125,11.0,6.4957805907173,1.2436708860759491,1628.0,3.858895705521472,33.22,-117.32,1.137
18869,18869,4.1189,19.0,5.72626931567329,1.0490463215258856,1510.0,2.664268585131891,36.79,-121.74,1.931
31773,31773,4.2852,28.0,5.87215411558669,1.0773006134969323,2860.0,2.8037578288100207,33.81,-118.32,3.277
7672,7672,5.6223,23.0,6.505962521294719,1.0098231827111983,802.0,2.6846938775510205,34.16,-118.02,3.054
34691,34691,3.3125,24.0,5.25,1.0994152046783623,1332.0,2.58187134502924,37.6,-122.38,4.146
19492,19492,6.1557,19.0,6.689922480620155,1.0247191011235954,1156.0,3.010893246187364,34.14,-117.69,2.137
16337,16337,4.2596,18.0,6.507692307692308,1.3397435897435896,1386.0,3.0743589743589745,33.69,-116.37,0.842
37077,37077,5.0493,16.0,5.6647058823529415,1.0470588235294118,1656.0,3.161764705882353,32.92,-117.13,1.433
24872,24872,3.5481,35.0,4.872549019607843,1.0718954248366013,753.0,2.8313253012048194,33.65,-117.91,2.409
4193,4193,2.1182,24.0,2.433628318584071,1.0840711217183885,723.0,2.1345755693581783,34.06,-118.3,0.75
12195,12195,3.0469,23.0,5.945205479452055,1.010948905109489,1556.0,2.3698630136986303,38.68,-121.35,1.542
9948,9948,2.706,30.0,5.084558823529412,1.0235294117647058,1673.0,2.342647058823529,32.8,-117.19,1.493
32810,32810,2.8,14.0,6.252669039145908,1.2028985507246377,1432.0,3.0818505338078293,36.32,-119.77,0.942
10853,10853,6.5575,21.0,6.567357512953368,1.0184696569920844,1914.0,2.945288753799392,37.27,-121.99,3.692
35723,35723,3.7813,35.0,6.226700251889169,1.023235800344234,572.0,2.6924460431654675,38.78,-121.63,1.639
83,83,9.4894,38.0,7.434426229508197,1.0327868852459017,654.0,2.89344262295082,34.07,-118.34,5.00001
19134,19134,3.0982,15.0,4.631578947368421,1.0394736842105263,648.0,1.7789473684210526,37.71,-122.18,1.279
24403,24403,2.3571,38.0,5.352697095435684,1.0653950953678477,982.0,2.5356037151702786,39.52,-121.55,0.697
10013,10013,2.9709,20.0,5.359861591695557,1.1035856573705178,1508.0,3.075055762081784,34.08,-117.66,1.358
1457,1457,4.6458,25.0,5.301397205588822,1.3123425692695214,2027.0,2.097447795823666,37.35,-122.06,2.75
17944,17944,2.1471,8.0,3.8892355694227767,1.0574358974358975,1540.0,1.4837728194726163,34.43,-119.72,1.75
17831,17831,2.8403,16.0,4.493372606774669,1.1208226221079691,1446.0,2.279823269513991,37.67,-120.97,1.11
19534,19534,3.975,26.0,6.2075471698113205,1.125,431.0,3.318936877076412,38.49,-121.45,0.996
9382,9382,2.3062,25.0,3.6740947075208914,0.931899641577061,469.0,2.6309278350515464,34.18,-118.46,2.292
34273,34273,2.9591,25.0,4.305135951661631,1.072790294627383,4749.0,4.844606946984926,34.05,-118.11,1.74
13297,13297,1.6838,24.0,4.528239202657807,0.9850746268656716,1094.0,2.9461988304093567,39.52,-121.56,0.524
21149,21149,6.2308,11.0,6.659630606860159,1.061923583662714,2309.0,2.6274944567627494,34.2,-118.53,3.365
19454,19454,2.5625,17.0,5.123134328358209,1.2473118279569892,302.0,2.677536231884058,36.72,-119.81,0.609
16380,16380,3.8958,14.0,4.049306625577812,1.1837160751565765,2450.0,3.0584958217270195,37.06,-122.08,2.354
16501,16501,2.5365,21.0,4.022964509394572,1.0745341614906831,3171.0,4.696559503666102,38.52,-121.31,1.362
7123,7123,5.4248,36.0,5.826797385620915,1.0,1310.0,2.745614035087719,37.11,-122.08,2.0
896,896,2.7734,20.0,5.111111111111111,1.0403225806451613,1066.0,2.3629032258064515,37.79,-121.23,0.854
16728,16728,2.3889,10.0,4.587591240875913,1.0852769385650474,1337.0,2.762845849802372,34.53,-117.3,0.903
24727,24727,2.3952,39.0,5.281196581196581,1.02683780630105,2654.0,2.8534031413612566,34.14,-117.29,1.098
31056,31056,1.3286,52.0,4.69647847959754,1.1835645628037388,809.0,2.0784418356456777,38.58,-121.48,1.918
25981,25981,5.1182,52.0,5.568281938325991,1.0884265279583876,1193.0,2.8677839851024207,34.17,-118.11,4.113
17495,17495,1.858,16.0,3.807073954983923,1.0546623794212218,2744.0,4.134969325153374,32.71,-117.09,0.663
15411,15411,2.9375,52.0,4.305633802816901,1.102212389380531,1209.0,2.444574095684435,37.77,-122.43,4.308
15484,15484,2.9167,31.0,4.637305699481865,1.2269938650306749,800.0,1.738255033557047,34.05,-118.43,4.5
5172,5172,4.5,35.0,5.390029325513196,1.021994134897361,1519.0,3.071993670886076,33.8,-117.9,1.905
25772,25772,1.9458,16.0,5.914572864321608,1.6883116883116882,965.0,2.498583569405099,39.48,-123.24,1.076
24808,24808,2.7321,42.0,5.50561797752809,1.0372670807453417,1644.0,3.519668737060041,34.08,-118.02,1.286
6824,6824,6.8406,30.0,7.394052044609666,1.0074349442379182,779.0,2.370600414078675,33.8,-117.82,3.133
26433,26433,4.7679,28.0,7.677083333333333,1.8541666666666667,781.0,2.6840277777777777,33.68,-116.21,4.5
36989,36989,4.0159,38.0,5.803625377643504,1.0356200527704484,1690.0,2.8200455580865604,34.11,-118.31,5.00001
2029,2029,5.4378,17.0,7.236059479553903,1.0182712579058328,1357.0,2.477453580901827,38.69,-121.24,1.925
1707,1707,5.2319,19.0,5.0398550724637685,1.0299528301886791,665.0,2.289855072463768,33.66,-117.61,1.591
13298,13298,1.4851,17.0,3.404017857142857,1.0825892857142858,484.0,2.9571428571428573,33.79,-118.19,2.5
25726,25726,3.3456,6.0,3.52760607752767,1.131656804733728,1638.0,2.011037527593819,37.5,-122.25,3.04
30848,30848,1.6071,43.0,3.9854014598540144,1.0650684931506849,1162.0,3.632876712328767,33.98,-118.25,0.875
16981,16981,15.0001,32.0,8.928571428571429,1.0651340996168583,850.0,3.203883495145631,33.77,-118.38,5.00001
9400,9400,2.1519,14.0,4.725738396624473,1.028415300546448,1693.0,4.442176870748299,35.29,-119.0,0.658
12826,12826,2.5,45.0,4.412987012987013,1.0597402597402596,766.0,1.9948051948051948,33.94,-118.17,1.5
18331,18331,4.875,26.0,6.1237721021611,0.9807280513918628,881.0,2.8539445628997866,33.9,-117.92,2.172
